class_id,label,number_of_videos,number_of_signers,selected,reason_if_excluded
option,option,1,unavailable,False,only 1 usable videos (< 15)
coach,coach,1,unavailable,False,only 1 usable videos (< 15)
co accused,co accused,1,unavailable,False,only 1 usable videos (< 15)
cng stone carving machine,cng stone carving machine,1,unavailable,False,only 1 usable videos (< 15)
clutch lever,clutch lever,1,unavailable,False,only 1 usable videos (< 15)
over valuation,over valuation,1,unavailable,False,only 1 usable videos (< 15)
over head projector,over head projector,1,unavailable,False,only 1 usable videos (< 15)
over and over again,over and over again,1,unavailable,False,only 1 usable videos (< 15)
outstanding report,outstanding report,1,unavailable,False,only 1 usable videos (< 15)
outstanding cheque,outstanding cheque,1,unavailable,False,only 1 usable videos (< 15)
outstanding,outstanding,1,unavailable,False,only 1 usable videos (< 15)
outside,outside,1,unavailable,False,only 1 usable videos (< 15)
outer shell,outer shell,1,unavailable,False,only 1 usable videos (< 15)
outdo,outdo,1,unavailable,False,only 1 usable videos (< 15)
outdated,outdated,1,unavailable,False,only 1 usable videos (< 15)
out of work,out of work,1,unavailable,False,only 1 usable videos (< 15)
out of print,out of print,1,unavailable,False,only 1 usable videos (< 15)
oviparous,oviparous,1,unavailable,False,only 1 usable videos (< 15)
ovi viviparous,ovi viviparous,1,unavailable,False,only 1 usable videos (< 15)
overtime allowance,overtime allowance,1,unavailable,False,only 1 usable videos (< 15)
overseas,overseas,1,unavailable,False,only 1 usable videos (< 15)
overleaf,overleaf,1,unavailable,False,only 1 usable videos (< 15)
overdue,overdue,1,unavailable,False,only 1 usable videos (< 15)
overdraft,overdraft,1,unavailable,False,only 1 usable videos (< 15)
overcharge,overcharge,1,unavailable,False,only 1 usable videos (< 15)
overall,overall,1,unavailable,False,only 1 usable videos (< 15)
over writing,over writing,1,unavailable,False,only 1 usable videos (< 15)
coffee,coffee,1,unavailable,False,only 1 usable videos (< 15)
cock erels,cock erels,1,unavailable,False,only 1 usable videos (< 15)
cochin,cochin,1,unavailable,False,only 1 usable videos (< 15)
coccidiosis,coccidiosis,1,unavailable,False,only 1 usable videos (< 15)
coat  dress,coat  dress,1,unavailable,False,only 1 usable videos (< 15)
coarse aggregate,coarse aggregate,1,unavailable,False,only 1 usable videos (< 15)
climb up,climb up,1,unavailable,False,only 1 usable videos (< 15)
climb down,climb down,1,unavailable,False,only 1 usable videos (< 15)
climb,climb,1,unavailable,False,only 1 usable videos (< 15)
palm tree,palm tree,1,unavailable,False,only 1 usable videos (< 15)
palazo pants,palazo pants,1,unavailable,False,only 1 usable videos (< 15)
paise,paise,1,unavailable,False,only 1 usable videos (< 15)
paid up capital,paid up capital,1,unavailable,False,only 1 usable videos (< 15)
page layout,page layout,1,unavailable,False,only 1 usable videos (< 15)
page,page,1,unavailable,False,only 1 usable videos (< 15)
packing credit,packing credit,1,unavailable,False,only 1 usable videos (< 15)
pacing,pacing,1,unavailable,False,only 1 usable videos (< 15)
paan,paan,1,unavailable,False,only 1 usable videos (< 15)
ox,ox,1,unavailable,False,only 1 usable videos (< 15)
owner cultivated,owner cultivated,1,unavailable,False,only 1 usable videos (< 15)
own,own,1,unavailable,False,only 1 usable videos (< 15)
owe,owe,1,unavailable,False,only 1 usable videos (< 15)
par - above,par - above,1,unavailable,False,only 1 usable videos (< 15)
pappad,pappad,1,unavailable,False,only 1 usable videos (< 15)
panic,panic,1,unavailable,False,only 1 usable videos (< 15)
pani puri,pani puri,1,unavailable,False,only 1 usable videos (< 15)
panel door,panel door,1,unavailable,False,only 1 usable videos (< 15)
paneer,paneer,1,unavailable,False,only 1 usable videos (< 15)
panasonic mobile,panasonic mobile,1,unavailable,False,only 1 usable videos (< 15)
panama,panama,1,unavailable,False,only 1 usable videos (< 15)
clumsy,clumsy,1,unavailable,False,only 1 usable videos (< 15)
cloudy,cloudy,1,unavailable,False,only 1 usable videos (< 15)
clouds,clouds,1,unavailable,False,only 1 usable videos (< 15)
close up,close up,1,unavailable,False,only 1 usable videos (< 15)
close relation,close relation,1,unavailable,False,only 1 usable videos (< 15)
close friend,close friend,1,unavailable,False,only 1 usable videos (< 15)
clockwise,clockwise,1,unavailable,False,only 1 usable videos (< 15)
clinical thermometer,clinical thermometer,1,unavailable,False,only 1 usable videos (< 15)
parkinsonia aculeata,parkinsonia aculeata,1,unavailable,False,only 1 usable videos (< 15)
parental,parental,1,unavailable,False,only 1 usable videos (< 15)
parent branch,parent branch,1,unavailable,False,only 1 usable videos (< 15)
parent,parent,1,unavailable,False,only 1 usable videos (< 15)
parcel,parcel,1,unavailable,False,only 1 usable videos (< 15)
paratha,paratha,1,unavailable,False,only 1 usable videos (< 15)
parapet,parapet,1,unavailable,False,only 1 usable videos (< 15)
parameter,parameter,1,unavailable,False,only 1 usable videos (< 15)
paramedic,paramedic,1,unavailable,False,only 1 usable videos (< 15)
parallel circuit,parallel circuit,1,unavailable,False,only 1 usable videos (< 15)
parallel,parallel,1,unavailable,False,only 1 usable videos (< 15)
paraguay,paraguay,1,unavailable,False,only 1 usable videos (< 15)
parade,parade,1,unavailable,False,only 1 usable videos (< 15)
parachute,parachute,1,unavailable,False,only 1 usable videos (< 15)
par - below,par - below,1,unavailable,False,only 1 usable videos (< 15)
par - at,par - at,1,unavailable,False,only 1 usable videos (< 15)
passbook printing machine,passbook printing machine,1,unavailable,False,only 1 usable videos (< 15)
passbook bank,passbook bank,1,unavailable,False,only 1 usable videos (< 15)
pass to,pass to,1,unavailable,False,only 1 usable videos (< 15)
pass book,pass book,1,unavailable,False,only 1 usable videos (< 15)
party,party,1,unavailable,False,only 1 usable videos (< 15)
parts,parts,1,unavailable,False,only 1 usable videos (< 15)
partnership deed,partnership deed,1,unavailable,False,only 1 usable videos (< 15)
partnership,partnership,1,unavailable,False,only 1 usable videos (< 15)
partly paid,partly paid,1,unavailable,False,only 1 usable videos (< 15)
particulars,particulars,1,unavailable,False,only 1 usable videos (< 15)
particular,particular,1,unavailable,False,only 1 usable videos (< 15)
participation,participation,1,unavailable,False,only 1 usable videos (< 15)
part time,part time,1,unavailable,False,only 1 usable videos (< 15)
part,part,1,unavailable,False,only 1 usable videos (< 15)
parsi,parsi,1,unavailable,False,only 1 usable videos (< 15)
parricide,parricide,1,unavailable,False,only 1 usable videos (< 15)
classification of shrubs,classification of shrubs,1,unavailable,False,only 1 usable videos (< 15)
classification of poultry feeds,classification of poultry feeds,1,unavailable,False,only 1 usable videos (< 15)
classification of poultry diseases,classification of poultry diseases,1,unavailable,False,only 1 usable videos (< 15)
classification of hedges,classification of hedges,1,unavailable,False,only 1 usable videos (< 15)
classification of fungus,classification of fungus,1,unavailable,False,only 1 usable videos (< 15)
classification based on the transplanting capacity,classification based on the transplanting capacity,1,unavailable,False,only 1 usable videos (< 15)
paws,paws,1,unavailable,False,only 1 usable videos (< 15)
paw,paw,1,unavailable,False,only 1 usable videos (< 15)
patriotic,patriotic,1,unavailable,False,only 1 usable videos (< 15)
pastry,pastry,1,unavailable,False,only 1 usable videos (< 15)
paste,paste,1,unavailable,False,only 1 usable videos (< 15)
past,past,1,unavailable,False,only 1 usable videos (< 15)
password,password,1,unavailable,False,only 1 usable videos (< 15)
passive debt,passive debt,1,unavailable,False,only 1 usable videos (< 15)
passion,passion,1,unavailable,False,only 1 usable videos (< 15)
passing official,passing official,1,unavailable,False,only 1 usable videos (< 15)
pencil box,pencil box,1,unavailable,False,only 1 usable videos (< 15)
penality,penality,1,unavailable,False,only 1 usable videos (< 15)
penal interest,penal interest,1,unavailable,False,only 1 usable videos (< 15)
peep,peep,1,unavailable,False,only 1 usable videos (< 15)
pear,pear,1,unavailable,False,only 1 usable videos (< 15)
peanut,peanut,1,unavailable,False,only 1 usable videos (< 15)
pdp,pdp,1,unavailable,False,only 1 usable videos (< 15)
paytm payments bank,paytm payments bank,1,unavailable,False,only 1 usable videos (< 15)
paying slip,paying slip,1,unavailable,False,only 1 usable videos (< 15)
payee,payee,1,unavailable,False,only 1 usable videos (< 15)
client,client,1,unavailable,False,only 1 usable videos (< 15)
clearing house,clearing house,1,unavailable,False,only 1 usable videos (< 15)
clean bill,clean bill,1,unavailable,False,only 1 usable videos (< 15)
claw hammer,claw hammer,1,unavailable,False,only 1 usable videos (< 15)
clauses,clauses,1,unavailable,False,only 1 usable videos (< 15)
classification of vegetables,classification of vegetables,1,unavailable,False,only 1 usable videos (< 15)
citrus vulgaris,citrus vulgaris,1,unavailable,False,only 1 usable videos (< 15)
circus,circus,1,unavailable,False,only 1 usable videos (< 15)
circular motion,circular motion,1,unavailable,False,only 1 usable videos (< 15)
circuit breaker,circuit breaker,1,unavailable,False,only 1 usable videos (< 15)
circuit,circuit,1,unavailable,False,only 1 usable videos (< 15)
period time,period time,1,unavailable,False,only 1 usable videos (< 15)
period,period,1,unavailable,False,only 1 usable videos (< 15)
peril,peril,1,unavailable,False,only 1 usable videos (< 15)
perform,perform,1,unavailable,False,only 1 usable videos (< 15)
per pro,per pro,1,unavailable,False,only 1 usable videos (< 15)
pepper,pepper,1,unavailable,False,only 1 usable videos (< 15)
people,people,1,unavailable,False,only 1 usable videos (< 15)
pentode,pentode,1,unavailable,False,only 1 usable videos (< 15)
penguin,penguin,1,unavailable,False,only 1 usable videos (< 15)
pendulum,pendulum,1,unavailable,False,only 1 usable videos (< 15)
pencil leg,pencil leg,1,unavailable,False,only 1 usable videos (< 15)
peter pan collar,peter pan collar,1,unavailable,False,only 1 usable videos (< 15)
peru,peru,1,unavailable,False,only 1 usable videos (< 15)
personality,personality,1,unavailable,False,only 1 usable videos (< 15)
perpendicular,perpendicular,1,unavailable,False,only 1 usable videos (< 15)
permit,permit,1,unavailable,False,only 1 usable videos (< 15)
permission,permission,1,unavailable,False,only 1 usable videos (< 15)
periscope,periscope,1,unavailable,False,only 1 usable videos (< 15)
periods,periods,1,unavailable,False,only 1 usable videos (< 15)
classification based on season,classification based on season,1,unavailable,False,only 1 usable videos (< 15)
classification according to parts used for crop,classification according to parts used for crop,1,unavailable,False,only 1 usable videos (< 15)
classification,classification,1,unavailable,False,only 1 usable videos (< 15)
class room,class room,1,unavailable,False,only 1 usable videos (< 15)
clap,clap,1,unavailable,False,only 1 usable videos (< 15)
claim,claim,1,unavailable,False,only 1 usable videos (< 15)
cl,cl,1,unavailable,False,only 1 usable videos (< 15)
civil engineering,civil engineering,1,unavailable,False,only 1 usable videos (< 15)
piano,piano,1,unavailable,False,only 1 usable videos (< 15)
physical training,physical training,1,unavailable,False,only 1 usable videos (< 15)
physical balance,physical balance,1,unavailable,False,only 1 usable videos (< 15)
photosynthesis process,photosynthesis process,1,unavailable,False,only 1 usable videos (< 15)
photosynthesis,photosynthesis,1,unavailable,False,only 1 usable videos (< 15)
photoperiodism,photoperiodism,1,unavailable,False,only 1 usable videos (< 15)
photographic plate,photographic plate,1,unavailable,False,only 1 usable videos (< 15)
photographic camera,photographic camera,1,unavailable,False,only 1 usable videos (< 15)
photographer,photographer,1,unavailable,False,only 1 usable videos (< 15)
photocopy,photocopy,1,unavailable,False,only 1 usable videos (< 15)
photo,photo,1,unavailable,False,only 1 usable videos (< 15)
phone,phone,1,unavailable,False,only 1 usable videos (< 15)
pharmacist,pharmacist,1,unavailable,False,only 1 usable videos (< 15)
pf,pf,1,unavailable,False,only 1 usable videos (< 15)
petrol,petrol,1,unavailable,False,only 1 usable videos (< 15)
peteti,peteti,1,unavailable,False,only 1 usable videos (< 15)
chimney,chimney,1,unavailable,False,only 1 usable videos (< 15)
chilli,chilli,1,unavailable,False,only 1 usable videos (< 15)
chile,chile,1,unavailable,False,only 1 usable videos (< 15)
children,children,1,unavailable,False,only 1 usable videos (< 15)
child prostitution,child prostitution,1,unavailable,False,only 1 usable videos (< 15)
piston,piston,1,unavailable,False,only 1 usable videos (< 15)
pista,pista,1,unavailable,False,only 1 usable videos (< 15)
pisciculture,pisciculture,1,unavailable,False,only 1 usable videos (< 15)
piping,piping,1,unavailable,False,only 1 usable videos (< 15)
pinking shears,pinking shears,1,unavailable,False,only 1 usable videos (< 15)
pineapple,pineapple,1,unavailable,False,only 1 usable videos (< 15)
pin,pin,1,unavailable,False,only 1 usable videos (< 15)
pigments,pigments,1,unavailable,False,only 1 usable videos (< 15)
pickpocket,pickpocket,1,unavailable,False,only 1 usable videos (< 15)
pick stitch,pick stitch,1,unavailable,False,only 1 usable videos (< 15)
